date,aetna,axp,bank_of_america,boeing,caterpillar,citigroup,colgate,cvs,disney,edison_int,emerson_electric,exxon,f,fedex,fifth_third,ge,ibm,intel,jcpenney,john_deere,jpmorgan,kroger,lowes,mcdonalds,meredith_group,pfizer,rds_b,shevron,target,toyota,trv,united_techn,wba
2010-07-01,-0.014783705164837735,-0.005541501593329445,-0.024356646864993614,-0.007808465607728854,-0.001664521289179599,0.005319152889373235,0.0010157454378039166,-0.0030696678199029215,-0.0003173342477058583,-0.012925546471769467,0.00022864914878706344,-0.008060304950264219,0.04861066053106722,0.02695732718436017,-0.010577648365772796,-0.020804478158420348,-0.007369772949319953,-0.010282882404358706,0.0,-0.008441255706686968,-0.013129318051808725,0.016251972757669764,-0.0004897756236571515,0.012752412314191108,0.011564380219892811,-0.0021037040688167696,-0.017605546195986643,-0.005599706095429591,0.00894863349412467,0.0018960346687737495,-0.006497454461910412,-0.008011274356510834,-0.00524332593974941
2010-07-02,0.010003793270222161,-0.0015198585591780223,-0.012838660690596138,-0.0051399453834020115,-0.013173254328274986,0.002645463530694725,-0.0015219050501599218,-0.00513159400284513,-0.0034933093832368867,-0.005749154930177691,-0.006407216611586719,-0.0007063646072896779,-0.027435910052649892,-0.008194496316162425,-0.027960577218780203,-0.016997016892043693,-0.005792459499469715,-0.002597162460230673,-0.014897533908197924,-0.012859828028028208,-0.00692888659294677,-0.007496418424800866,-0.006859259433139142,-0.008544362964672647,-0.019370773522156992,-0.006324416908032204,0.012439347039806092,-0.0025191228848102654,-0.0016125572569630764,-0.006404766160108544,-0.00797083170826074,-0.0015531047722097124,-0.0075301443712000316
2010-07-06,0.009142782321594156,-0.005327403833948918,0.015896043448133,-0.00936385184588373,0.01064545097338887,0.0,0.0006352508390508049,-0.018225562675675877,0.010834929244716518,0.012206863641130106,-0.0004606387773745668,0.015732607866018267,-0.011673038063446217,-0.009942522138025822,0.018612769378045124,0.006484114884666825,0.013129665292274106,0.0145830933391915,-0.015595475780198376,0.002385297000112141,0.01395490073781036,0.00805619933240953,-0.01529352440935039,-0.00045371221669088246,-0.017811046084028948,0.01060787703313082,0.006663919410971442,0.0037143486263386816,0.008075808989207234,0.025930219523458087,0.0008241115111344843,0.004666113570234165,0.009863510214460858
2010-07-07,0.025670420020336815,0.04947711864633675,0.046230586930405826,0.0316167120048354,0.03962550605292803,0.02902383756079918,0.028056060069998168,0.02031517248794068,0.04476688265248985,0.034909680416027156,0.03894014605087359,0.01688124056553031,0.042322769523305936,0.03097591906918762,0.07308976770750775,0.04652819042836942,0.028673550868160147,0.03388075472555019,0.055744119763821987,0.03606045605579733,0.050096594510617765,0.02147849674030544,0.021542708581321124,0.01815119569296275,0.008901976050269322,0.023093095090508386,0.02316928747942404,0.02797469033445754,0.010014102919821077,0.013851191132524976,0.028201003101817168,0.03034581198597608,0.019909662662047634
2010-07-08,0.017298069750922407,0.023572488389344892,0.010196822713642195,0.022591067896178263,0.015921664872475594,0.01794869052623005,0.012101852114452694,0.010298692633319506,0.006034896395577194,0.011039356261933975,0.01862971606669972,0.0065035169370419865,0.0028326799748150666,0.010838241588384756,0.013157684908930545,0.014363956980267156,0.007637528395369797,-0.001985901206028151,0.06703396851023302,0.011661065805763426,0.00026215250531858025,0.0034231868683320954,-0.00784681240049856,0.025405398635421017,0.029411889186062856,0.013679959069387682,0.0317426564777763,0.013823262799192104,-0.008130229231274155,0.002958028049195427,0.0028028240060524734,0.010217900610626218,0.035727468677143825
2010-07-09,-0.00036170589438611067,0.010921026084209418,0.01682373834215567,-0.0010816464379966861,0.024536818268925398,0.017632319629506066,0.002318473714619129,0.012572087498253559,0.012297779972527456,0.002729827791516648,0.010668337695999508,-0.0005100841023937264,0.021657379015151967,0.00732910570874723,0.02979384472893387,0.008091720965016647,-7.803555134233697e-05,0.006965092774498416,0.0051636737088649465,0.013098220725840326,0.018081437598075567,-0.002924086640428758,0.00988614672208521,0.002897553138516029,0.006349161074838516,-0.0033736561807979903,0.005290822556721864,0.02030912056564338,-0.0033987775631546535,-0.0019662954241815855,0.021162030427856582,0.004164422108333454,0.009957181993858644
2010-07-12,-0.015201021990060903,0.005871660710512039,0.00661835173497094,-0.004948940332749063,-0.006798709244983159,0.0173267053428956,0.008398779303905313,0.0057047400508933865,0.000592423254591079,-0.0033270168302252934,-0.01572604210979367,0.0027218798538570788,0.023041639777842793,-0.00080801912494044,-0.015578642814224053,-0.001337679542420922,0.005548609368445145,0.016304467297099112,-0.03424681348860792,-0.009136347151226243,0.00875181176006623,0.0004890747621124625,-0.0034261320915215387,0.010401915751890645,-0.011987258462972328,0.01083246035595109,-0.0040930080616751185,0.0001393484725931149,-0.01384118097504472,0.0,-0.0005868156358290744,-0.012294275765361573,-0.009154840265672815
2010-07-13,0.019845767951877313,0.031286234793088674,0.030242856603652335,0.0013988946316068063,0.039048034438385226,0.046228426537443745,0.003742495408608937,0.01935243756403615,0.020136184609183205,0.005462513523648793,0.01685255776794703,0.008144030734628549,0.05045006821629183,0.042205772846745315,0.0316500859646478,0.01875398706418685,0.014067119062897149,0.02139044520355049,0.027925661264624813,0.03288084604904484,0.032916634029363845,0.014655584010206724,0.03929259937611107,0.012867960896350894,0.022349796526350607,-0.009377051595049202,0.032100021327128525,0.01920680425375565,0.014849411147577651,0.00914585636751708,0.00156503809120756,0.01619673986757575,0.03447061687148878
2010-07-14,0.0003604296680930208,-0.010640897687573925,0.0,0.0049666252330724525,-0.0013473220467316027,-0.02092985506264078,0.001924034022767307,0.003928066991890855,-0.006095832808977852,0.002112849235096581,0.0002153445603090276,-0.0026928816148412693,0.01286467800390323,0.01863091568892883,-0.02556583594228734,-0.0006573640748361864,0.0018392299708596127,0.016658353974292384,-0.008624423068161913,0.005895369305622511,-0.0032113735566875468,-0.0019262200099192661,-0.013704925820364866,0.0008468613938883429,-0.0006247273822082011,0.003380589642375309,0.009292415179170233,-0.002457952607456404,-0.0048104711549042944,0.0225879837224523,0.003711028002503003,0.003689353731934464,0.01751984333869161
2010-07-15,0.016570522395730425,-0.006178240925557632,-0.01786828291267961,-0.005868645930233396,-0.002848634531002703,-0.011876650924517729,-0.0026402616166466553,0.003586661130332791,-0.005548915827215395,0.0036146427640424417,0.00193664619144851,0.00016899248744817186,0.004233796740763518,-0.019179316890830744,-0.006746808452133601,0.0032894086326904493,0.0,0.007022606773573692,-0.010439331892930559,0.022772938982520863,0.002725971406724481,0.0028944654149183346,0.0004792150673516016,0.006064640794581022,0.008437574105750967,0.0020216633830447694,0.011274029502507998,-0.00013682154955974024,0.022960112075384398,-0.012817132403108777,-0.021210142375852836,0.0020587991147986706,0.0033760878426691843
