path_0,path_1,path_2,path_3,path_4
0.9413403383853005,0.9413403383853005,0.9413403383853005,0.9413403383853005,0.9413403383853005
0.8671393878154321,1.0129599445239297,0.9277828137977133,0.9314023614380664,0.9706226378654428
0.8753920259300925,1.1308400717899056,0.9839453221612002,0.9384440653902786,1.0032016877797787
0.897606117885843,1.261066453786098,0.9658334020944821,0.960200966179908,0.9349223984453134
0.7206168743484751,1.3197017005326312,1.0320098879804798,0.9020246148239535,1.115007955089557
0.6304418756147538,1.321822828836428,1.0147695015199538,1.018003843784876,1.2421299809319155
0.6374498452922119,1.3556982436832783,0.9431584126896411,0.8650210448127984,1.208491049765942
0.6446127626376272,1.4749914854878652,1.0357724039837564,0.8352725717859837,1.1793797915083033
0.5829856763555834,1.3330980357595843,0.9008733645137363,0.9783420136595415,1.1326811980996307
0.557364506859531,1.214601785030741,0.9576699741453396,0.8549585527377053,1.1122203074565853
0.5092966495567501,1.2475904584128452,0.9164785772110102,0.7709057854098171,1.1076015932470584
0.5290939609608944,1.251481313550694,0.9372597858234748,0.7271240807172132,1.0747561819902929
0.49348862916762437,1.2164092830468078,0.8742244599546014,0.6197257496371757,1.0874465704699743
0.4722841460946996,1.0720871748113643,0.9063354989605523,0.5670084606068575,1.0896115718493098
0.5059028148360332,1.0806949375516615,0.9923079798229892,0.5010285751300136,1.1217616309578018
0.47068922565941884,1.0066875167235807,0.9446406611882141,0.48388332669411227,1.124378874936709
0.4160122984816663,1.0787604195618563,0.9788769295988988,0.4118773006002212,1.255574310664703
0.5024989623641947,1.1789037181021698,0.962470235640521,0.36603921660811833,1.3535342155311625
0.4807879153966028,1.289039870143573,0.9766780059390765,0.404325656741956,1.386220723985594
0.5139592348925577,1.287781399181008,1.1228092180909703,0.4079816163161616,1.4240260653941759
0.6144051820513474,1.1619134455903701,1.0136380726765726,0.4493404834673784,1.3068093712790203
0.7323644966934069,1.1232669747138315,0.9516988049359005,0.5428212030032458,1.4506337679134926
0.8598786608712823,1.2016568189238788,0.8836241151325819,0.6491664032658573,1.4212582428292517
0.9178114485103706,1.2874549532882567,0.8698897568076411,0.6849103698566577,1.5136617739523608
0.9447158385194419,1.1833280052439745,0.8899073599433089,0.7696376605995408,1.43979143123624
0.9308166460678375,1.142164150748858,1.0339256829476273,0.8142138843760005,1.479324498255246
