path_0,path_1,path_2,path_3,path_4
-0.21863762769066375,-0.21863762769066375,-0.21863762769066375,-0.21863762769066375,-0.21863762769066375
-0.23717280692360743,-0.2011366123425209,-0.22131281738086517,-0.22040751943847958,-0.21087771683193235
-0.2342229241342496,-0.17603086694433367,-0.2070684492410857,-0.21796262088188723,-0.20265399071674517
-0.22762192403353998,-0.15231868633082235,-0.2106330203500134,-0.21197652153000446,-0.21813394486220816
-0.2794632623959775,-0.1424697529974368,-0.19490388494480082,-0.22576141415863438,-0.17779580159822916
-0.31146498705573433,-0.14154984222327083,-0.1980101023544656,-0.19729327956172393,-0.15420953404159388
-0.3079688667837258,-0.1359327560313881,-0.21399351640941533,-0.2341486829643009,-0.15929855172962193
-0.30444363150877773,-0.11921022977274842,-0.1920440252536304,-0.24168846645893427,-0.16379296443994684
-0.32841335930862203,-0.13805957795602009,-0.22318356305648424,-0.2042000549700469,-0.1717606686890769
-0.33871156092947796,-0.15633922508776532,-0.20835915643088354,-0.23470266389235062,-0.1750303998983127
-0.3601622791387048,-0.15017741101608573,-0.21774694268924155,-0.258582232134422,-0.17526122658049237
-0.3499494226373634,-0.14891060378157872,-0.21185619144070866,-0.27191799326460464,-0.18113691136269727
-0.36630643095910176,-0.15410842634092958,-0.22724732307050122,-0.31016834377315206,-0.17789190065853422
-0.376287286790285,-0.18030630408202497,-0.21812154362334601,-0.3312533936679025,-0.1767758854567687
-0.3585474480986257,-0.17787333829250263,-0.19673535191732938,-0.36093190321153834,-0.16982767549781075
-0.37546598138971143,-0.19279931052905774,-0.2071464403767761,-0.3686727430532194,-0.16865137317076095
-0.40482158569600635,-0.17687655674194225,-0.198354730028097,-0.4072497075011339,-0.1450703979209318
-0.3577159259886702,-0.15732554822158584,-0.20143507954780548,-0.43488711243254996,-0.12963378882528542
-0.36773898593728527,-0.13854169658435334,-0.19740051237168732,-0.41006427100098675,-0.12447342452879062
-0.35047923377931056,-0.13810005543941384,-0.16621168047040946,-0.4070340589958571,-0.11883858999871888
-0.30573031809580165,-0.15832915085634447,-0.187665163241312,-0.3826342944447454,-0.13458396417315266
-0.2622282886164735,-0.16474168570682557,-0.20100732001287902,-0.3353281799436443,-0.11425979975650558
-0.22347189092233855,-0.15004315612743813,-0.2171715933371834,-0.2906013122977188,-0.11741220553287124
-0.20770653381689708,-0.13558978956078116,-0.22000881401650663,-0.2767408206883457,-0.10550439828419145
-0.20040028007968014,-0.15183405547292284,-0.213988950263585,-0.24792350664909113,-0.11384960969939206
-0.2029790126625497,-0.15845740494831906,-0.17966400700572938,-0.23382254159958737,-0.10839766197044987
-0.21758305796310973,-0.14962964303234216,-0.1914465903860183,-0.23299907420990107,-0.11617881841883415
-0.20429762913722938,-0.1405390806018998,-0.19502556113806113,-0.22479515441844744,-0.1307767546934362
-0.233588643822076,-0.13376808907817295,-0.19171780392783844,-0.21204126615110241,-0.09954688707552917
-0.21441611247970904,-0.1471366231610659,-0.17165935928225462,-0.2383612332498648,-0.10475270442424367
-0.21554704341019426,-0.12188369665285625,-0.18445894012375574,-0.2557786205977983,-0.10563666099423652
-0.22867601498468948,-0.10687081297632184,-0.20425805291615662,-0.28119182368136586,-0.11080295572380539
-0.23881643241538264,-0.0844410805489959,-0.1862947627403594,-0.2791089365938574,-0.12693468450904066
-0.22124507422698048,-0.09509816379292402,-0.2154226078323651,-0.25257341971231884,-0.12219793111983557
-0.20288757190853057,-0.09116121404763489,-0.19855563917335306,-0.2667796781114622,-0.13668958812625165
-0.18978507935166855,-0.10012040999488359,-0.21166616680453565,-0.27696459445516797,-0.13610839196299285
-0.19614832061312437,-0.11726226447806098,-0.22439189155691497,-0.32989817118133835,-0.126686838663276
-0.2276491953800489,-0.13246438193919552,-0.2231162329984786,-0.3484645922830407,-0.10573863898382929
-0.2551116211968527,-0.12825081376223557,-0.22371051906079154,-0.3786319983956212,-0.09899313509968177
-0.25876729048498937,-0.11713563916531777,-0.206928903307541,-0.32360484113904997,-0.08359663645016946
-0.26693069638074796,-0.1200680236283812,-0.18569855137206326,-0.30753251027582085,-0.07669692067491429
-0.3047917543882772,-0.12006193275095245,-0.19937635201984016,-0.3007212073381642,-0.07734282879551446
-0.28301523717458377,-0.11538136507142904,-0.18424572192807798,-0.31201572184749904,-0.0869134873377796
-0.2926386384199492,-0.1152628782516244,-0.17703434957711472,-0.2587314701952581,-0.08703299955584187
-0.31585905741249387,-0.1196566376837278,-0.18524098075170736,-0.24784873590914458,-0.10490365035801785
-0.31426684858144704,-0.11714152674125877,-0.1806569012719038,-0.2610498976206229,-0.10759332528923837
-0.35042815218032997,-0.1237049552710352,-0.19051929308349314,-0.25152411651401474,-0.12294153497249294
-0.33039255092182196,-0.10324225050186997,-0.23216211065085535,-0.2419147796527088,-0.11320436787760857
-0.34680825852096386,-0.1079785872614557,-0.2348116546161365,-0.24830843966021365,-0.11706296794681115
-0.3914279359969126,-0.0933193691075267,-0.21187748284675023,-0.26663374169110654,-0.13825234846685808
-0.37751485678514574,-0.09991201406520345,-0.2087285920446953,-0.2739587625085438,-0.12741350864859913
-0.3590774512963829,-0.10884139188164377,-0.23770929733055057,-0.31239993294708834,-0.11826426306670124
-0.3911880568454543,-0.11532607063362044,-0.25079547732271845,-0.31368459038285246,-0.14732743926961933
-0.38619600161104073,-0.10787317431746613,-0.2486116093053372,-0.3215433779320023,-0.14538497018656127
-0.3754858576366614,-0.148728898589925,-0.20634370862802254,-0.3116063039000111,-0.15591355271609797
-0.3862746155942276,-0.140339793523921,-0.20844613300884762,-0.36466839225474335,-0.1228830233418774
-0.3894647101407549,-0.12431574943648127,-0.22270402713008441,-0.32417026329641085,-0.11838366909929443
-0.3729205020996321,-0.14000707387580258,-0.1973543515010212,-0.30651087252910514,-0.10049477341418367
-0.39031361132651754,-0.14749423744863988,-0.1542314781525297,-0.3338018585160649,-0.10184463438481106
-0.3592933196999204,-0.14550561051515387,-0.1440833168808875,-0.3443887617822988,-0.09678915680027966
-0.39536495623826207,-0.11943273347102012,-0.1456614483371017,-0.36276610803405474,-0.08839893711748015
-0.40850146910014284,-0.13946281185977383,-0.1688039307849617,-0.34409343764137057,-0.08988047710514357
-0.4125027257424766,-0.12240234228232072,-0.18994092399734042,-0.36394283664235694,-0.09411537364215006
-0.4100386486100924,-0.12263262255589757,-0.19535699164813192,-0.365721860095071,-0.09504017298311229
-0.4308805279067768,-0.1347369157288809,-0.18953892257979055,-0.39064334662568967,-0.10975381597025557
-0.4401928905172482,-0.13686761194081942,-0.1476130105585305,-0.4108266865327097,-0.09691366112019684
-0.4188617047879426,-0.15656993146479448,-0.1344919108720155,-0.44528294128951285,-0.13443610192637945
-0.4016738908073393,-0.18931058090305075,-0.12702089955291784,-0.4656412910776414,-0.10931316657878909
-0.3715574747541619,-0.19819783447009454,-0.13751364061351257,-0.5018740600039338,-0.11512625707375901
-0.37956580981718413,-0.20550066682327472,-0.13457069886260076,-0.48519651045577217,-0.10975491641513757
-0.4015498882143651,-0.23697463332789392,-0.11340155556506804,-0.5061230045309596,-0.1187138152448799
-0.4168745697939443,-0.2812519864266071,-0.11997753514723564,-0.5209047616943603,-0.10936309293385549
-0.3967953170614633,-0.28100846769271515,-0.10618863034242776,-0.5112786636662829,-0.10915922428862013
-0.3923126204680042,-0.28570874838299765,-0.1112882067680101,-0.5198063169500267,-0.125379175065629
-0.384371632900239,-0.3115295835218741,-0.09932373788756244,-0.5278251142327257,-0.12418725640712469
-0.37032475938182086,-0.29447561138532363,-0.12116985151334314,-0.5346001356085114,-0.11067619616777824
-0.41995391537170046,-0.2843157921100712,-0.1585775979221241,-0.5658438410021241,-0.10968989215539882
-0.4699344859788639,-0.3100939362812143,-0.1867049536515354,-0.5168215295777403,-0.10693255112515176
-0.4531513410812421,-0.3160268550854679,-0.19364744442909887,-0.5662208934959178,-0.11063509371169666
-0.4766333017802582,-0.29300254140311477,-0.1702669676776205,-0.5224505057523172,-0.09840108879610243
-0.4953524544505651,-0.3229606537925023,-0.1554112568634275,-0.5121086053658901,-0.12350278200015308
-0.4849184527622028,-0.3007543709333864,-0.15390971027513678,-0.5183039357891122,-0.13616116939140932
-0.529851762595712,-0.27950638599283917,-0.15919537868324896,-0.5260188488989602,-0.10870306021267684
-0.5093249777502948,-0.26976393559516243,-0.1561224591221715,-0.4796881761891849,-0.08550204640366643
-0.4810694396775944,-0.25484050078700293,-0.19772871936989977,-0.4762909180143896,-0.08663423342121779
-0.478588420390785,-0.23162232081877687,-0.2617958785074632,-0.49437788923892345,-0.08292264646017644
-0.4935490055334478,-0.26635613365348365,-0.23997585898314477,-0.48623072436337866,-0.09461997204189032
-0.4841899006488517,-0.24544468410189513,-0.23955963136216896,-0.4617230877308742,-0.0931268438072339
-0.497020647582916,-0.274692156514454,-0.24136852932704722,-0.4560410653488697,-0.08175154696552989
-0.5011276071190152,-0.26260248219501237,-0.26539011048221905,-0.48092623288974146,-0.08260497959108748
-0.5348474641062818,-0.2416760697484981,-0.25330200177156803,-0.47257728895165496,-0.07814892490389713
-0.4715836215833812,-0.2531260867369989,-0.3119323430299681,-0.466702991020538,-0.07826818357869536
-0.48839824405665966,-0.2783818023908088,-0.3242913749657519,-0.4613659758293065,-0.08378809844673873
-0.4127600625697777,-0.30446357427244464,-0.3472995395508912,-0.5345101330470143,-0.08027402403508199
-0.47669567812952385,-0.3196113892078605,-0.35548985396397625,-0.5576362903409776,-0.0610913713946738
-0.4454211587322472,-0.2826520177428796,-0.3822463235465896,-0.5223550302513897,-0.056004894976304676
-0.42129922654074037,-0.25510029286946057,-0.4105800303130551,-0.5365371445272444,-0.04819511421371281
-0.5066834188162792,-0.21718340617023912,-0.3934914599779705,-0.538631204139323,-0.04603435973581527
-0.5404747796748901,-0.22523201188335462,-0.35976749314755707,-0.49732846234654715,-0.02822617489942425
-0.5435052309836967,-0.24125934277776873,-0.37557137725057466,-0.5308533141134687,-0.028311439327363574
-0.5317513870381813,-0.24180522550448802,-0.3422193591853717,-0.5390685147753824,-0.029857372163917928
-0.5512637036149335,-0.2850825821520645,-0.39048956711678073,-0.5778168605199405,-0.023047430658429402
-0.5227270324212612,-0.24779498714475667,-0.4332231091653701,-0.6406113348508632,-0.025845720959246532
-0.5175459707960022,-0.23465994992375006,-0.3997955002621596,-0.632760365491554,-0.01809749430751506
-0.525466061988488,-0.2581096176252211,-0.45450108201999506,-0.6610070477044758,-0.016976859198311267
-0.5553596814686268,-0.23333794670416652,-0.408787507137356,-0.730636437705902,-0.013961610250334822
-0.6284112207197903,-0.22286235408679456,-0.369861747728361,-0.7299899908473821,-0.017951468120178893
-0.6476822110163716,-0.22903716709030442,-0.37569129774199694,-0.7367020307167913,-0.01809274657000426
-0.6420018594644253,-0.26047505814768146,-0.3835028958063189,-0.6947478746405129,-0.019292074314343433
-0.6568245083691512,-0.23158935967382543,-0.46792427175521345,-0.6601960942935357,-0.02162076020061343
-0.6527418066102563,-0.22872798784299508,-0.43679800403487723,-0.6694601344919926,-0.024422854307423303
-0.6123322402574988,-0.2932748364261353,-0.4364218859578951,-0.7107810156638522,-0.027997634757976342
