date,open,high,low,close,volume,adj_close,ret
1962-08-30,58.66,59.060001,58.389998999999996,58.68,2260000,58.68,0.007498278800272651
1962-08-31,58.68,59.25,58.450001,59.119999,2830000,59.119999,-0.009472226141275852
1962-09-04,59.119999,59.490002000000004,58.439999,58.560001,2970000,58.560001,-0.00751369522688361
1962-09-05,58.560001,58.77,57.950001,58.119999,3050000,58.119999,0.004129421956803547
1962-09-06,58.119999,58.599998,57.720001,58.360001000000004,3180000,58.360001000000004,0.0003427004739084971
1962-09-07,58.360001000000004,58.900002,58.09,58.380001,2890000,58.380001,0.0011990407468476239
1962-09-10,58.380001,58.639998999999996,57.880001,58.450001,2520000,58.450001,0.0023951924312199946
1962-09-11,58.450001,58.93,58.169998,58.59,3040000,58.59,0.0042669397508108275
1962-09-12,58.59,59.060001,58.400002,58.84,3100000,58.84,-0.002379316791298436
1962-09-13,58.84,59.18,58.459998999999996,58.700001,3100000,58.700001,0.00323676314758492
1962-09-14,58.700001,59.139998999999996,58.400002,58.889998999999996,2880000,58.889998999999996,0.0032264052169537205
1962-09-17,58.889998999999996,59.419998,58.650002,59.080002,3330000,59.080002,-0.0008463608379702947
1962-09-18,59.080002,59.540001000000004,58.77,59.029999,3690000,59.029999,-0.0013552092386109882
1962-09-19,59.029999,59.259997999999996,58.59,58.950001,2950000,58.950001,-0.006955046531720965
1962-09-20,58.950001,59.290001000000004,58.330002,58.540001000000004,3350000,58.540001000000004,-0.014520020250768373
1962-09-21,58.540001000000004,58.639998999999996,57.43,57.689999,4280000,57.689999,-0.01837403394650783
1962-09-24,57.450001,57.450001,56.299999,56.630001,5000000,56.630001,0.005827264597787929
1962-09-25,56.630001,57.220001,56.119999,56.959998999999996,3620000,56.959998999999996,-0.014220453199094929
1962-09-26,56.959998999999996,57.290001000000004,55.919998,56.150002,3550000,56.150002,-0.006767622198837975
1962-09-27,56.150002,56.549999,55.529999,55.77,3540000,55.77,0.008965393580778303
1962-09-28,55.77,56.580002,55.59,56.27,2850000,56.27,-0.013861702505775675
1962-10-01,56.27,56.310001,55.259997999999996,55.490002000000004,3090000,55.490002000000004,0.010992899225341413
1962-10-02,55.490002000000004,56.459998999999996,55.310001,56.099998,3000000,56.099998,0.0010695544053316297
1962-10-03,56.099998,56.709998999999996,55.84,56.16,2610000,56.16,0.009615402421652597
1962-10-04,56.16,56.84,55.900002,56.700001,2530000,56.700001,0.006525555440466402
1962-10-05,56.700001,57.299999,56.549999,57.07,2730000,57.07,0.0
1962-10-08,57.07,57.41,56.68,57.07,1950000,57.07,0.0022779218503592435
1962-10-09,57.07,57.400002,56.709998999999996,57.200001,2340000,57.200001,0.0006993181695924555
1962-10-10,57.200001,57.830002,56.959998999999996,57.240002000000004,3040000,57.240002000000004,-0.0033194093878613495
1962-10-11,57.240002000000004,57.459998999999996,56.779999,57.049999,2460000,57.049999,-0.0017528133523718736
1962-10-12,57.049999,57.209998999999996,56.66,56.950001,2020000,56.950001,0.005618946345584908
1962-10-15,56.950001,57.5,56.66,57.27,2640000,57.27,-0.0033175833769862884
1962-10-16,57.27,57.630001,56.869999,57.080002,2860000,57.080002,-0.003328713968860808
1962-10-17,57.080002,57.23,56.369999,56.889998999999996,3240000,56.889998999999996,-0.009667762518329348
1962-10-18,56.889998999999996,57.02,56.18,56.34,3280000,56.34,-0.013312034078807211
1962-10-19,56.34,56.540001000000004,55.34,55.59,4650000,55.59,-0.011332991545242033
1962-10-22,55.48,55.48,54.380001,54.959998999999996,5690000,54.959998999999996,-0.026746670792333727
1962-10-23,54.959998999999996,55.189999,53.240002000000004,53.490002000000004,6110000,53.490002000000004,0.03215548580461802
1962-10-24,53.490002000000004,55.439999,52.549999,55.209998999999996,6720000,55.209998999999996,-0.009418583760524957
1962-10-25,55.169998,55.169998,53.82,54.689999,3950000,54.689999,-0.0027426952412267225
1962-10-26,54.689999,54.959998999999996,54.080002,54.540001000000004,2580000,54.540001000000004,0.02163549648633123
1962-10-29,55.34,56.380001,55.34,55.720001,4280000,55.720001,0.014716439075440846
1962-10-30,55.720001,56.84,55.52,56.540001000000004,3830000,56.540001000000004,-0.0003537495515785194
1962-10-31,56.540001000000004,57.0,56.189999,56.52,3090000,56.52,0.010615693559801853
1962-11-01,56.52,57.310001,55.900002,57.119999,3400000,57.119999,0.01102942946480101
1962-11-02,57.119999,58.189999,56.779999,57.75,5470000,57.75,0.01038957575757582
1962-11-05,57.75,58.700001,57.689999,58.349998,4320000,58.349998,0.006169683159200634
1962-11-07,58.349998,59.110001000000004,57.759997999999996,58.709998999999996,4580000,58.709998999999996,-0.006642803724115187
1962-11-08,58.709998999999996,59.119999,58.09,58.32,4160000,58.32,0.007887499999999825
1962-11-09,58.32,58.990002000000004,57.900002,58.779999,4340000,58.779999,0.013780214593062556
1962-11-12,58.779999,60.0,58.59,59.59,5090000,59.59,-0.0021815908709515996
1962-11-13,59.59,60.060001,59.060001,59.459998999999996,4550000,59.459998999999996,0.011772637264928276
1962-11-14,59.459998999999996,60.41,59.18,60.16,5090000,60.16,-0.003158228058510515
1962-11-15,60.16,60.669998,59.740002000000004,59.970001,5050000,59.970001,0.0031682340642280593
1962-11-16,59.970001,60.459998999999996,59.459998999999996,60.16,4000000,60.16,-0.005651595744680771
1962-11-19,60.16,60.419998,59.459998999999996,59.82,3410000,59.82,0.010531611501170213
1962-11-20,59.82,60.630001,59.57,60.450001,4290000,60.450001,0.005955334889076402
1962-11-21,60.450001,61.18,60.189999,60.810001,5100000,60.810001,0.012004604308426314
1962-11-23,60.810001,62.029999,60.66,61.540001000000004,5660000,61.540001000000004,-0.0029249268292992348
1962-11-26,61.540001000000004,62.130001,60.950001,61.360001000000004,5650000,61.360001000000004,0.0060299705666562176
1962-11-27,61.360001000000004,62.040001000000004,60.98,61.73,5500000,61.73,0.006317819536692193
1962-11-28,61.73,62.48,61.509997999999996,62.119999,5980000,62.119999,0.004668399946368362
1962-11-29,62.119999,62.720001,61.689999,62.41,5810000,62.41,-0.002403493029963122
1962-11-30,62.41,62.779999,61.779999,62.259997999999996,4570000,62.259997999999996,-0.005139720691928029
1962-12-03,62.259997999999996,62.450001,61.279999,61.939999,3810000,61.939999,0.011301259465632096
1962-12-04,61.939999,62.93,61.77,62.639998999999996,5210000,62.639998999999996,-0.003991060089256981
1962-12-05,62.639998999999996,63.5,62.369999,62.389998999999996,6280000,62.389998999999996,0.008655249377388152
1962-12-06,62.389998999999996,63.360001000000004,62.279999,62.93,4600000,62.93,0.0020658032734783838
1962-12-07,62.93,63.43,62.450001,63.060001,3900000,63.060001,-0.012527767007171398
1962-12-10,63.060001,63.349998,61.959998999999996,62.27,4270000,62.27,0.0008029548739361125
1962-12-11,62.27,62.580002,61.720001,62.32,3700000,62.32,0.004974342105263263
1962-12-12,62.32,63.16,62.130001,62.630001,3760000,62.630001,-0.0033530735533597866
1962-12-13,62.630001,63.07,62.09,62.419998,3380000,62.419998,0.002403108055210046
1962-12-14,62.419998,62.830002,61.959998999999996,62.57,3280000,62.57,-0.0031964359916892837
1962-12-17,62.57,62.950001,62.139998999999996,62.369999,3590000,62.369999,-0.004809988853775704
1962-12-18,62.369999,62.66,61.779999,62.07,3620000,62.07,0.008216561946189804
1962-12-19,62.07,62.810001,61.720001,62.580002,4000000,62.580002,0.0038350590017559583
1962-12-20,62.580002,63.279999,62.439999,62.82,4220000,62.82,-0.002865345431391386
1962-12-21,62.82,63.130001,62.259997999999996,62.639998999999996,3470000,62.639998999999996,-0.0001596104750895
1962-12-24,62.639998999999996,63.029999,62.189999,62.630001,3180000,62.630001,0.006227031674484573
1962-12-26,62.630001,63.32,62.560001,63.02,3370000,63.02,-0.0014281180577594421
1962-12-27,63.02,63.41,62.669998,62.93,3670000,62.93,0.000476704274590789
1962-12-28,62.93,63.25,62.529999,62.959998999999996,4140000,62.959998999999996,0.0022236182055848097
1962-12-31,62.959998999999996,63.43,62.68,63.099998,5420000,63.099998,-0.006497607179004938
1963-01-02,63.099998,63.389998999999996,62.32,62.689999,2540000,62.689999,0.01643008480507402
1963-01-03,62.689999,63.889998999999996,62.669998,63.720001,4570000,63.720001,0.006434337626579856
1963-01-04,63.720001,64.449997,63.57,64.129997,5400000,64.129997,-0.00015583970789845303
1963-01-07,64.129997,64.589996,63.669998,64.120003,4440000,64.120003,0.009669291500189248
1963-01-08,64.120003,64.980003,64.0,64.739998,5410000,64.739998,-0.0023169911126658116
1963-01-09,64.739998,65.220001,64.32,64.589996,5110000,64.589996,0.0018579192975951564
1963-01-10,64.589996,65.160004,64.33000200000001,64.709999,4520000,64.709999,0.0021634832663186554
1963-01-11,64.709999,65.099998,64.309998,64.849998,4410000,64.849998,0.005397054908159005
1963-01-14,64.849998,65.5,64.610001,65.199997,5000000,65.199997,-0.0013803068119773165
1963-01-15,65.199997,65.620003,64.82,65.110001,5930000,65.110001,-0.006757840473693211
1963-01-16,65.110001,65.25,64.41999799999999,64.66999799999999,4260000,64.66999799999999,0.00711302016740456
1963-01-17,64.66999799999999,65.400002,64.349998,65.129997,5230000,65.129997,0.0007677414755600243
1963-01-18,65.129997,65.699997,64.860001,65.18,4760000,65.18,0.001534197606627652
1963-01-21,65.18,65.519997,64.639999,65.279999,4090000,65.279999,0.0024510263855856973
1963-01-22,65.279999,65.800003,65.029999,65.440002,4810000,65.440002,0.0027506264440515515
1963-01-23,65.440002,65.910004,65.230003,65.620003,4820000,65.620003,0.0019810575138194952
1963-01-24,65.620003,66.089996,65.33000200000001,65.75,4810000,65.75,0.002585520912547379
1963-01-25,65.75,66.230003,65.379997,65.91999799999999,4770000,65.91999799999999,0.004854369079319465
1963-01-28,65.91999799999999,66.589996,65.769997,66.239998,4720000,66.239998,-0.00015089070503904178
1963-01-29,66.239998,66.58000200000001,65.83000200000001,66.230003,4360000,66.230003,-0.005737656391167523
1963-01-30,66.230003,66.33000200000001,65.550003,65.849998,3740000,65.849998,0.005315095074110765
1963-01-31,65.849998,66.449997,65.510002,66.199997,4270000,66.199997,0.0016616466009808928
1963-02-01,66.309998,66.309998,66.309998,66.309998,4280000,66.309998,-0.0021112954942330564
1963-02-04,66.309998,66.660004,65.889999,66.16999799999999,3670000,66.16999799999999,-0.0009067100168266284
1963-02-05,66.16999799999999,66.349998,65.379997,66.110001,4050000,66.110001,0.0043866434066459625
1963-02-06,66.110001,66.760002,65.879997,66.400002,4340000,66.400002,-0.003463915558315933
1963-02-07,66.400002,66.809998,65.910004,66.16999799999999,4240000,66.16999799999999,0.0
1963-02-08,66.16999799999999,66.449997,65.650002,66.16999799999999,3890000,66.16999799999999,-0.006196101139371191
1963-02-11,66.16999799999999,66.410004,65.5,65.760002,3880000,65.760002,0.0010644768532703797
1963-02-12,65.760002,66.010002,65.160004,65.83000200000001,3710000,65.83000200000001,0.004861005472853952
1963-02-13,65.83000200000001,66.529999,65.559998,66.150002,4960000,66.150002,0.003023371034818645
1963-02-14,66.150002,66.75,65.93,66.349998,5640000,66.349998,0.0009043858599664389
1963-02-15,66.349998,66.739998,65.959999,66.410004,4410000,66.410004,0.0016562715460761712
1963-02-18,66.410004,66.959999,66.099998,66.519997,4700000,66.519997,-0.004810583500176713
1963-02-19,66.519997,66.66999799999999,65.91999799999999,66.199997,4130000,66.199997,-0.005589048591648549
1963-02-20,66.199997,66.279999,65.440002,65.83000200000001,4120000,65.83000200000001,0.0013670970266717042
1963-02-21,65.83000200000001,66.230003,65.360001,65.91999799999999,3980000,65.91999799999999,-0.0069781403816182586
1963-02-25,65.91999799999999,66.089996,65.239998,65.459999,3680000,65.459999,0.00015279560270076153
1963-02-26,65.459999,65.860001,65.059998,65.470001,3670000,65.470001,-0.007026103451563959
1963-02-27,65.470001,65.739998,64.860001,65.010002,3680000,65.010002,-0.011075234238571374
1963-02-28,65.010002,65.139999,64.08000200000001,64.290001,4090000,64.290001,-0.0029554051492394207
1963-03-01,64.290001,64.75,63.799999,64.099998,3920000,64.099998,0.009672433999139862
1963-03-04,64.099998,65.08000200000001,63.880001,64.720001,3650000,64.720001,0.0003089771274880082
1963-03-05,64.720001,65.269997,64.410004,64.739998,3280000,64.739998,0.0016991041612326452
1963-03-06,64.739998,65.059998,64.309998,64.849998,3100000,64.849998,0.006322344065453844
1963-03-07,64.849998,65.599998,64.809998,65.260002,3350000,65.260002,0.0010726325138636916
1963-03-08,65.260002,65.739998,65.029999,65.33000200000001,3360000,65.33000200000001,0.002755242530070534
1963-03-11,65.33000200000001,65.860001,65.110001,65.510002,3180000,65.510002,0.002442314075948193
1963-03-12,65.510002,65.970001,65.260002,65.66999799999999,3350000,65.66999799999999,0.0036547282976924222
1963-03-13,65.66999799999999,66.269997,65.540001,65.910004,4120000,65.910004,-0.004703474149387099
1963-03-14,65.910004,66.209999,65.389999,65.599998,3540000,65.599998,0.005030518446052401
1963-03-15,65.599998,66.220001,65.389999,65.93,3400000,65.93,-0.004853617473077665
1963-03-18,65.93,66.16999799999999,65.360001,65.610001,3250000,65.610001,-0.0021338210313394113
1963-03-19,65.610001,65.849998,65.190002,65.470001,3180000,65.470001,0.0073315410519085855
1963-03-20,65.470001,66.150002,65.300003,65.949997,3690000,65.949997,-0.0015162851334170613
1963-03-21,65.949997,66.25,65.599998,65.849998,3220000,65.849998,0.005163310711110647
1963-03-22,65.849998,66.440002,65.68,66.190002,3820000,66.190002,0.0003021151140014666
1963-03-25,66.190002,66.599998,65.91999799999999,66.209999,3700000,66.209999,0.0028697025052062397
1963-03-26,66.209999,66.730003,66.010002,66.400002,4100000,66.400002,0.0042168372223845285
1963-03-27,66.400002,66.93,66.209999,66.68,4270000,66.68,-0.0014996700659868356
1963-03-28,66.68,67.010002,66.32,66.58000200000001,3890000,66.58000200000001,-0.00015022528836838855
1963-03-29,66.58000200000001,66.900002,66.230003,66.57,3390000,66.57,0.004206068799759821
1963-04-01,66.57,67.18,66.230003,66.849998,3890000,66.849998,-0.00014961855346651287
1963-04-02,66.849998,67.360001,66.510002,66.839996,4360000,66.839996,0.007779847862348754
1963-04-03,66.839996,67.550003,66.629997,67.360001,4660000,67.360001,0.0072743021485406345
1963-04-04,67.360001,68.120003,67.279999,67.849998,5300000,67.849998,0.006337524136699413
1963-04-05,67.849998,68.459999,67.459999,68.279999,5240000,68.279999,0.0035149092489001887
1963-04-08,68.279999,68.910004,68.050003,68.519997,5940000,68.519997,-0.0010215995777117515
1963-04-09,68.519997,68.839996,68.029999,68.449997,5090000,68.449997,-0.0023374142733708636
1963-04-10,68.449997,68.889999,67.660004,68.290001,5880000,68.290001,0.0070287888852131886
1963-04-11,68.290001,69.07,67.970001,68.769997,5250000,68.769997,0.0046531774605136356
1963-04-15,68.769997,69.559998,68.58000200000001,69.089996,5930000,69.089996,0.0007237371963373374
1963-04-16,69.089996,69.610001,68.660004,69.139999,5570000,69.139999,-0.0031819641767714124
1963-04-17,69.139999,69.370003,68.470001,68.91999799999999,5220000,68.91999799999999,-0.00043527279266586394
1963-04-18,68.91999799999999,69.339996,68.559998,68.889999,4770000,68.889999,0.004935462402895219
1963-04-19,68.889999,69.459999,68.599998,69.230003,4660000,69.230003,0.0010111223019881876
1963-04-22,69.230003,69.82,69.010002,69.300003,5180000,69.300003,0.003318845455172692
1963-04-23,69.300003,69.83000200000001,68.949997,69.529999,5220000,69.529999,0.002732662199520508
1963-04-24,69.529999,70.120003,69.339996,69.720001,5910000,69.720001,0.0005737378001473559
1963-04-25,69.720001,70.08000200000001,69.25,69.760002,5070000,69.760002,-0.0008601633927706187
1963-04-26,69.760002,70.110001,69.230003,69.699997,4490000,69.699997,-0.0007172884096393606
1963-04-29,69.699997,70.040001,69.260002,69.650002,3980000,69.650002,0.0021536395648631412
1963-04-30,69.650002,70.18,69.260002,69.800003,4680000,69.800003,0.0024355013279868665
1963-05-01,69.800003,70.43,69.610001,69.970001,5060000,69.970001,0.0028583249555762524
1963-05-02,69.970001,70.5,69.75,70.16999799999999,4480000,70.16999799999999,-0.001995140430244735
1963-05-03,70.16999799999999,70.510002,69.779999,70.029999,4760000,70.029999,-0.0071397973317121055
1963-05-06,70.029999,70.309998,69.32,69.529999,4090000,69.529999,-0.001294362164452112
1963-05-07,69.529999,69.91999799999999,69.029999,69.440002,4140000,69.440002,0.008208525109201448
1963-05-08,69.440002,70.239998,69.230003,70.010002,5140000,70.010002,0.004856391805273752
1963-05-09,70.010002,70.739998,69.860001,70.349998,5600000,70.349998,0.0024164748377106804
1963-05-10,70.349998,70.809998,69.989998,70.519997,5260000,70.519997,-0.0005671299163555465
1963-05-13,70.519997,70.889999,70.110001,70.480003,4920000,70.480003,-0.0038309305974348895
1963-05-14,70.480003,70.730003,69.91999799999999,70.209999,4740000,70.209999,0.0031334710601549354
1963-05-15,70.209999,70.769997,69.870003,70.43,5650000,70.43,-0.0025557290927162857
1963-05-16,70.43,70.809998,69.910004,70.25,5640000,70.25,0.0005694092526691286
1963-05-17,70.25,70.629997,69.83000200000001,70.290001,4410000,70.290001,-0.0046948640675080755
1963-05-20,70.290001,70.480003,69.589996,69.959999,4710000,69.959999,0.002572898836090687
1963-05-21,69.959999,70.510002,69.620003,70.139999,5570000,70.139999,0.0
1963-05-22,70.139999,70.68,69.82,70.139999,5560000,70.139999,-0.0005703022607685959
1963-05-23,70.139999,70.529999,69.790001,70.099998,4400000,70.099998,-0.0011412411167257552
1963-05-24,70.099998,70.440002,69.660004,70.019997,4320000,70.019997,-0.0021421594748141093
1963-05-27,70.019997,70.269997,69.480003,69.870003,3760000,69.870003,0.0020037067981806267
1963-05-28,69.870003,70.410004,69.550003,70.010002,3860000,70.010002,0.004570775472910293
1963-05-29,70.010002,70.650002,69.860001,70.33000200000001,4320000,70.33000200000001,0.0066827952031054405
1963-05-31,70.33000200000001,71.139999,70.269997,70.800003,4680000,70.800003,-0.0015536863748437657
1963-06-03,70.800003,71.239998,70.389999,70.690002,5400000,70.690002,0.00014139198920926077
1963-06-04,70.690002,71.08000200000001,70.199997,70.699997,5970000,70.699997,-0.0024044979803887756
1963-06-05,70.699997,71.16999799999999,70.16999799999999,70.529999,5860000,70.529999,0.0007089607359842542
1963-06-06,70.529999,70.949997,70.110001,70.58000200000001,4990000,70.58000200000001,-0.002408585933449059
1963-06-07,70.58000200000001,70.980003,70.099998,70.410004,5110000,70.410004,-0.006675216209332868
1963-06-10,70.410004,70.510002,69.57,69.940002,4690000,69.940002,0.001286774341241692
1963-06-11,69.940002,70.410004,69.58000200000001,70.029999,4390000,70.029999,0.005426317370074374
1963-06-12,70.029999,70.809998,69.910004,70.410004,5210000,70.410004,-0.0025564691062935907
1963-06-13,70.410004,70.849998,69.980003,70.230003,4690000,70.230003,0.00028473585569988025
1963-06-14,70.230003,70.599998,69.870003,70.25,3840000,70.25,-0.004270505338078379
1963-06-17,69.949997,69.949997,69.949997,69.949997,3510000,69.949997,0.0010007148392014997
1963-06-18,69.949997,70.43,69.629997,70.019997,3910000,70.019997,0.0009997001285217966
1963-06-19,70.019997,70.470001,69.75,70.089996,3970000,70.089996,-0.0011413041027994453
1963-06-20,70.089996,70.360001,69.309998,70.010002,4970000,70.010002,0.003428053037336065
1963-06-21,70.010002,70.57,69.790001,70.25,4190000,70.25,-0.0007117864768684257
1963-06-24,70.25,70.66999799999999,69.839996,70.199997,3700000,70.199997,-0.002279145396544613
1963-06-25,70.199997,70.510002,69.75,70.040001,4120000,70.040001,-0.008994817118863296
1963-06-26,70.040001,70.099998,69.16999799999999,69.410004,4500000,69.410004,-0.004898486967383042
1963-06-27,69.410004,69.809998,68.779999,69.07,4540000,69.07,0.004343463153322791
1963-06-28,69.07,69.68,68.93,69.370003,3020000,69.370003,-0.007351909729627626
1963-07-01,69.370003,69.529999,68.58000200000001,68.860001,3360000,68.860001,0.008713302226063036
1963-07-02,68.860001,69.720001,68.739998,69.459999,3540000,69.459999,0.006910495348553258
1963-07-03,69.459999,70.279999,69.41999799999999,69.940002,4030000,69.940002,0.004003417100273854
1963-07-05,69.940002,70.480003,69.779999,70.220001,2910000,70.220001,-0.006835701981832698
1963-07-08,70.220001,70.349998,69.470001,69.739998,3290000,69.739998,0.004301735139137897
1963-07-09,69.739998,70.389999,69.550003,70.040001,3830000,70.040001,-0.0021416618769037887
1963-07-10,70.040001,70.309998,69.559998,69.889999,3730000,69.889999,-0.0018600229197314189
1963-07-11,69.889999,70.300003,69.519997,69.760002,4100000,69.760002,-0.0017202264415072666
1963-07-12,69.760002,70.129997,69.360001,69.639999,3660000,69.639999,-0.006318236736333138
1963-07-15,69.639999,69.730003,68.970001,69.199997,3290000,69.199997,-0.0008670231589749111
1963-07-16,69.199997,69.510002,68.849998,69.139999,3000000,69.139999,-0.0030373011720754572
1963-07-17,69.139999,69.529999,68.68,68.93,3940000,68.93,-0.006383316407950201
1963-07-18,68.93,69.269997,68.339996,68.489998,3710000,68.489998,-0.0020440940880156466
1963-07-19,68.489998,68.699997,67.900002,68.349998,3340000,68.349998,-0.006583701728857361
1963-07-22,68.349998,68.599998,67.540001,67.900002,3700000,67.900002,0.00014730485574943053
1963-07-23,67.900002,68.57,67.650002,67.910004,3500000,67.910004,0.005448313624013323
1963-07-24,67.910004,68.540001,67.760002,68.279999,2810000,68.279999,-0.00029286760827285097
1963-07-25,68.279999,68.91999799999999,68.019997,68.260002,3710000,68.260002,0.00410194831227817
1963-07-26,68.260002,68.760002,68.029999,68.540001,2510000,68.540001,0.001896658857649891
1963-07-29,68.540001,68.959999,68.32,68.66999799999999,2840000,68.66999799999999,0.008300568175347856
1963-07-30,68.66999799999999,69.449997,68.58000200000001,69.239998,3550000,69.239998,-0.0015886915536883484
1963-07-31,69.239998,69.83000200000001,68.910004,69.129997,3960000,69.129997,-0.0008678866281450759
1963-08-01,69.129997,69.470001,68.639999,69.07,3410000,69.07,0.003329998552193514
1963-08-02,69.07,69.559998,68.860001,69.300003,2940000,69.300003,0.005916247940133568
1963-08-05,69.300003,69.970001,69.199997,69.709999,3370000,69.709999,0.006598752067117353
1963-08-06,69.709999,70.400002,69.57,70.16999799999999,3760000,70.16999799999999,-0.002992717770919695
1963-08-07,70.16999799999999,70.529999,69.690002,69.959999,3790000,69.959999,0.0008576043575987402
1963-08-08,69.959999,70.309998,69.58000200000001,70.019997,3460000,70.019997,0.006569637527976457
1963-08-09,70.019997,70.650002,69.83000200000001,70.480003,4050000,70.480003,0.0015606270618349072
1963-08-12,70.480003,71.0,70.190002,70.589996,4770000,70.589996,0.0028333334938850374
1963-08-13,70.589996,71.089996,70.32,70.790001,4450000,70.790001,0.003955346744521027
1963-08-14,70.790001,71.32,70.389999,71.07,4420000,71.07,0.004361854509638441
1963-08-15,71.07,71.709999,70.809998,71.379997,4980000,71.379997,0.001541061986875647
1963-08-16,71.379997,71.949997,71.050003,71.489998,4130000,71.489998,-0.0006993425849584067
1963-08-19,71.489998,71.91999799999999,71.150002,71.440002,3650000,71.440002,-0.0008399355867879654
1963-08-20,71.440002,71.910004,71.029999,71.379997,3660000,71.379997,-0.0012608013979041877
1963-08-21,71.379997,71.730003,71.0,71.290001,3820000,71.290001,0.0035068031490137486
1963-08-22,71.290001,71.809998,70.949997,71.540001,4540000,71.540001,0.003075216619021326
1963-08-23,71.540001,72.139999,71.33000200000001,71.760002,4880000,71.760002,0.002090328815765652
1963-08-26,71.760002,72.300003,71.57,71.910004,4700000,71.910004,-0.005423543016351395
1963-08-27,71.910004,72.040001,71.269997,71.519997,4080000,71.519997,0.007270749745696969
1963-08-28,71.519997,72.389999,71.489998,72.040001,5120000,72.040001,0.0016657828752666415
1963-08-29,72.040001,72.559998,71.83000200000001,72.160004,5110000,72.160004,0.004711695969418228
1963-08-30,72.160004,72.709999,71.879997,72.5,4560000,72.5,0.0022069517241378733
1963-09-03,72.5,73.089996,72.300003,72.660004,5570000,72.660004,-0.00027532340901048613
1963-09-04,72.660004,73.18,72.32,72.639999,6070000,72.639999,0.004955960971309903
1963-09-05,72.639999,73.190002,72.150002,73.0,5700000,73.0,-0.00219183561643832
1963-09-06,73.0,73.510002,72.510002,72.839996,7160000,72.839996,-0.0035693851493345807
1963-09-09,72.839996,73.230003,72.260002,72.58000200000001,5020000,72.58000200000001,0.005648883834420193
1963-09-10,72.58000200000001,73.269997,72.25,72.989998,5310000,72.989998,0.0028770928312671362
1963-09-11,72.989998,73.790001,72.83000200000001,73.199997,6670000,73.199997,-0.0006829918312700745
1963-09-12,73.199997,73.599998,72.720001,73.150002,5560000,73.150002,0.0002733561100927151
1963-09-13,73.150002,73.589996,72.82,73.16999799999999,5230000,73.16999799999999,-0.0013666530372188346
1963-09-16,73.16999799999999,73.629997,72.800003,73.07,4740000,73.07,0.0006843164089229692
1963-09-17,73.07,73.639999,72.790001,73.120003,4950000,73.120003,-0.004376367435323991
1963-09-18,73.120003,73.440002,72.510002,72.800003,5070000,72.800003,0.005769203058961336
1963-09-19,72.800003,73.470001,72.610001,73.220001,4080000,73.220001,0.0010926249509339847
1963-09-20,73.220001,73.709999,72.91999799999999,73.300003,5310000,73.300003,-0.004638526413157318
1963-09-23,73.300003,73.529999,72.620003,72.959999,5140000,72.959999,0.004660142607732398
1963-09-24,72.959999,73.66999799999999,72.589996,73.300003,5520000,73.300003,-0.005593505910224894
1963-09-25,73.300003,73.870003,72.58000200000001,72.889999,6340000,72.889999,-0.008505995452133264
1963-09-26,72.889999,73.07,72.010002,72.269997,5100000,72.269997,-0.001937180099786051
1963-09-27,72.269997,72.599998,71.599998,72.129997,4350000,72.129997,-0.00596145872569509
1963-09-30,72.129997,72.370003,71.279999,71.699997,3730000,71.699997,0.00725249681670137
1963-10-01,71.699997,72.650002,71.57,72.220001,4420000,72.220001,0.0011077540694026666
1963-10-02,72.220001,72.66999799999999,71.91999799999999,72.300003,3780000,72.300003,0.007330552946173574
1963-10-03,72.300003,73.099998,72.099998,72.83000200000001,4510000,72.83000200000001,0.0002745571804321223
1963-10-04,72.83000200000001,73.190002,72.459999,72.849998,5120000,72.849998,-0.0020590391780107575
1963-10-07,72.849998,73.269997,72.389999,72.699997,4050000,72.699997,-0.0013755021200344553
1963-10-08,72.699997,73.139999,72.239998,72.599998,4920000,72.599998,-0.010055027825207397
1963-10-09,71.980003,71.980003,71.599998,71.870003,5520000,71.870003,0.004591540089402768
1963-10-10,71.870003,72.519997,71.599998,72.199997,4470000,72.199997,0.0009695291261577754
1963-10-11,72.199997,72.709999,71.870003,72.269997,4740000,72.269997,0.0004151930433871076
1963-10-14,72.269997,72.43,71.849998,72.300003,4270000,72.300003,0.0013831119758045407
1963-10-15,72.300003,72.790001,71.989998,72.400002,4550000,72.400002,0.007872914147156962
1963-10-16,72.400002,73.199997,72.08000200000001,72.970001,5570000,72.970001,0.003974249637189953
1963-10-17,72.970001,73.769997,72.839996,73.260002,6790000,73.260002,0.0008189734966155271
1963-10-18,73.260002,73.739998,72.849998,73.32,5830000,73.32,0.0008182896890345237
1963-10-21,73.32,73.870003,73.029999,73.379997,5450000,73.379997,-0.005723603395623056
1963-10-22,73.379997,73.550003,72.480003,72.959999,6420000,72.959999,0.0005482593276899816
1963-10-23,72.959999,73.550003,72.589996,73.0,5830000,73.0,0.0038356027397261627
1963-10-24,73.0,73.730003,72.739998,73.279999,6280000,73.279999,0.009961831467819593
1963-10-25,73.279999,74.410004,73.059998,74.010002,6390000,74.010002,0.006350506516673127
1963-10-28,74.010002,75.150002,73.75,74.480003,7150000,74.480003,-0.0002685821588916948
1963-10-29,74.480003,75.18,73.970001,74.459999,6100000,74.459999,-0.008863765899325249
1963-10-30,74.459999,74.589996,73.43,73.800003,5170000,73.800003,0.002845514789477699
1963-10-31,73.800003,74.349998,73.25,74.010002,5030000,74.010002,-0.002432103704037125
1963-11-01,74.010002,74.440002,73.470001,73.83000200000001,5240000,73.83000200000001,-0.005147026814383837
