A,B,C
0.044498762154443545,0.08981126551127414,0.07552726306484708
0.03823456511658084,0.040688728685758194,0.05595755995771629
-0.04210861157714102,-0.02745950472467468,-0.038944727666025754
0.01293941483989494,0.025853005749553085,0.009895895207091415
0.03342570735318082,0.06830341849670067,0.042335777783570006
