A,B,C
0.03437587295417936,0.023123143856067854,0.08172444574959808
0.025524557004281547,0.03356207953421452,0.03082791523125401
0.03527774512470267,0.033475698180781985,0.06375825068582609
0.013386577110090496,0.02793052933559581,0.013412170744289027
0.015048608951236109,0.04540000798439228,0.015438081386345157
