A,B,C
0.0036437044550645253,-0.0015433972127155554,0.07385733434476943
0.03593913898937166,-0.007658134734768236,0.049891455826921026
-0.040961511844491136,0.015731129554367222,-0.03117149675236694
0.019080204517564023,0.007722110447161357,0.0012210610441069913
0.05019113973302317,0.03928591550142628,0.04910658654055037
